tiempo,carga,extension_de_traccion,esfuerzo_de_traccion,deformacion,deformacion_media,desplazamiento_deformacion_uno,desplazamiento_deformacion_dos
136.90002,804.5922,11.40797,20.11481,0,0,2.04003,0
137,803.37524,11.41656,20.08438,0,0,2.03886,0
137.1,802.45994,11.42484,20.0615,0,0,2.03739,0
137.20002,801.17704,11.4339,20.02943,0,0,2.03625,0
137.3,799.70462,11.44141,19.99261,0,0,2.03459,0
137.40002,798.54643,11.45031,19.96366,0,0,2.03334,0
137.5,797.09273,11.45812,19.92732,0,0,2.03163,0
137.6,795.60457,11.4664,19.89011,0,0,2.03017,0
137.70002,793.83897,11475,19.84597,0,0,2.02851,0
137.8,791.92687,11.48297,19.79817,0,0,2.02654,0
137.90002,789.65044,11.49234,19.74126,0,0,2.02495,0
138,787.17796,11.49984,19.67945,0,0,2.02343,0
138.1,784.00504,11.50875,19.60013,0,0,2.02193,0
138.20002,780.60795,11.51656,19.5152,0,0,2.01996,0
138.3,776.67558,11525,19.41689,0,0,2.01769,0
138.40002,771.42986,11.53328,19.28575,0,0,2.01449,0
138.5,765.5282,11.54172,19.1382,0,0,2.01061,0
138.6,757.40023,11.55,18.93501,0,0,2.00411,0
138.70002,746.88913,11.55781,18.67223,0,0,1.9874,0
138.8,711.0843,11.56719,17.77711,0,0,1.92233,0
138.90002,568.24256,11.57484,14.20606,0,0,1.8457,0
138.92402,149.95654,11.57734,3.74891,0,0,1.79791,0
